5137
22134,7589,7595,7596,7597,7598,7599,7671,7672,7673,7680,7681,7682,7683,7690,7691,7692,7693
22211,7673,7674,7675,7683,7684,7685,7686,7687,7688,7693,7694,7695,7696,7697,7698,7699,7790,7791,7792
22213,7797,7798,7799
22216,7796,7797
23201,7277,7278,7287,7288,7289,7294,7295,7296,7297,7298,7299,7380,7381,7390,7391,7392,7393,7394
23231,6091,6092,6093,6094,7001,7002,7003,7004,7005,7006,7007,7008,7009,7012,7013,7014,7015,7016,7017,7018,7019,7022,7023,7024,7025,7026,7027,7028,7029,7032,7033,7034,7035,7036,7037,7038,7039,7043,7044,7045,7046,7047,7048,7049,7053,7054,7055,7056,7057,7058,7059,7063,7064,7065,7066,7067,7068,7069,7074,7075,7076,7077,7078,7084,7085,7086,7087,7095,7096,7100,7101,7110,7111,7112,7113,7120,7121,7122,7123,7124,7125,7130,7131,7132,7133,7134,7135,7136,7137,7138,7140,7141,7142,7143,7144,7145,7146,7147,7148,7149,7150,7151,7152,7153,7154,7155,7156,7157,7158,7159,7160,7161,7162,7163,7164,7165,7166,7167,7168,7169,7170,7171,7172,7173,7174,7175,7176,7177,7178,7179,7180,7181,7182,7183,7184,7185,7186,7187,7188,7189,7193,7194,7195,7196,7197,7198,7199,7240,7250,7251,7252,7260,7261,7262,7263,7264,7265,7270,7271,7272,7273,7274,7275,7276,7277,7280,7281,7282,7283,7284,7285,7286,7287,7290,7291,7292,7293,7294,7295,7296,7297
23445,7080,7090
