3942
13421,6142,6151,6152,6162,6166,6167,6172,6173,6176,6177,6178,6188,6189,6191,6192,6198,7019,7029,7101,7102,7103,7110,7113,7114,7120,7123,7124,7130,7133,7134,7143,7144,7152,7153,7154,7162,7163,7164,7171,7172,7173,7181,7182,7183,7184,7185,7191,7192,7193,7194,7195
