3725
47214,0159,0169,0179,0250,0253,0254,0255,0260,0262,0263,0264,0265,0266,0267,0268,0269,0270,0271,0272,0273,0274,0275,0276,0277,0278,0279,0280,0281,0282,0283,0284,0285,0286,0287,0288,0289,0290,0291,0292,0293,0294,0295,0296,0297,0298,0299,0360,0366,0367,0370,0371,0372,0373,0374,0375,0376,0380,0381,0382,0383,0384,0385,0386,0390,0391,0392,0393,0394,0395,1161,1162,1163,1164,1165,1166,1167,1171,1172,1173,1174,1175,1176,1177,1180,1181,1182,1183,1184,1185,1186,1187,1190,1191,1192,1193,1194,1195,1196,1197,1200,1201,1202,1203,1204,1205,1206,1207,1208,1209,1210,1211,1212,1213,1214,1215,1216,1217,1218,1219,1220,1222,1223,1224,1225,1226,1227,1228,1229,1230,1231,1232,1233,1234,1235,1236,1237,1238,1239,1240,1241,1242,1243,1244,1245,1246,1247,1248,1249,1250,1251,1252,1253,1254,1255,1256,1257,1258,1259,1260,1261,1262,1263,1264,1265,1266,1271,1272,1273,1274,1275,1276,1282,1283,1284,1285,1286,1292,1293,1294,1295,1296,1300,1301,1302,1303,1304,1305,1310,1311,1312,1313,1314,1320,1321,1322,1330,1331,1340,1341,2100,2101,2102,2103,2104,2105,2106,2107,2111,2112,2113,2114,2115,2116,2117,2122,2123,2124,2125,2126,2132,2133,2134,2202,2203,2204,2205,2212,2213,2214,2222,2223,2224,2232,2233,2234,2242,2243,2244,2251,2252,2253,2261,2262,2271,2272,2280,2281,2290,2291,2294,3109,3118,3119,3128,3129,3200,3204,3210,3220,3278
