4829
42201,6588,6589,6598,6599,6651,6652,6661,6662,6663,6671,6672,6673,6680,6682,6683,6690,6691,6692,7509,7519,7558,7559,7569,7589,7599,7600,7601,7602,7603,7604,7610,7611,7612,7613,7614,7615,7621,7622,7623,7624,7625,7632,7633,7634,7635,7636,7643,7644,7645,7646,7647,7653,7654,7655,7656,7663,7664,7665,7666,7667,7668,7670,7673,7674,7675,7676,7677,7678,7679,7680,7683,7684,7685,7686,7687,7688,7689,7690,7693,7695,7696,7697,7698,7699,7780,7781,7790,7791
43215,1777,2706,2715,2716,2717,2727,2729,2739,2747,2748,2749,2759,2769,2787,2788,2789,2797,2798,2799,3707,3708,3709,3718,3719,3728,3729,3739,3749,3769,3778,3779,3788,3789,3798,3799,4708,4709,4718,4719,4727,4728,4729,4738,4739,4748,4749,4759,4769,4779,4789
