4028
46534,7493,7494,7495,7496
46535,4323,4324,4325,4326,4332,4333,4334,4335,4336,4341,4342,4343,4344,4345,4346,4351,4352,4353,4354,4355,4356,4361,4362,4363,4364,4365,4366,4373,4374,4375,4383,4384,4385
47209,0000,0001,0010,0011
47301,0125,0126,0129,0135,0136,0139,0143,0144,0145,0146,0147,0148,0149,0152,0153,0154,0155,0156,0157,0158,0159,0162,0163,0164,0165,0166,0167,0168,0169,0172,0173,0174,0175,0176,0177,0178,0179,0182,0183,0184,0185,0186,0187,0188,0189,0192,0193,0194,0195,0196,0197,0198,0199,0200,0201,0202,0210,0211,0212,0220,0221,0222,0230,0231,0232,0233,0240,0241,0242,0243,0250,0251,0252,0253,0260,0261,0262,0263,0264,0270,0271,0272,0273,0274,0275,0280,0281,0282,0283,0284,0285,0290,0291,0292,0293,0294,0295,0296,1104,1105,1106,1107,1108,1109,1115,1116,1117,1118,1119,1125,1126,1127,1128,1129,1136,1137,1138,1139,1147,1148,1149,1157,1158,1159,1168,1169,1178,1179,1189,1199,1200,1201,1202,1203,1204,1205,1206,1210,1211,1212,1213,1214,1215,1216,1220,1221,1222,1223,1224,1225,1226,1230,1231,1232,1233,1234,1235,1236,1240,1241,1242,1243,1244,1245,1246,1250,1251,1252,1253,1254,1255,1260,1261,1262,1263,1264,1265,1270,1271,1272,1273,1274,1275,1280,1281,1282,1283,1284,1285,1290,1291,1292,1293,1294,2109,2129,2139,2149,2200,2201,2202,2203,2204,2210,2211,2212,2213,2214,2220,2221,2222,2230,2231,2240,2241,2250
47302,0007,0008,0009,0017,0018,0019,0028,0029,0038,0039,0049,0100,0101,0102,0103,0104,0105,0110,0111,0112,0113,0114,0115,0120,0121,0122,0123,0124,0125,0126,0130,0131,0132,0133,0134,0135,0140,0141,0142,0143,0144,0145,0151,0152,0153,0162
47303,0104,0105,0106,0107,0108,0109,0115,0116,0117,0118,0119,0125,0126,0127,0128,0129,0136,0137,0138,0139,0146,0147,0148,0149,0157,0200,0201,0210,0220
47306,0010,0020,0030,0031,0032,0040,0041,0042,0050,0051,0052
47359,4080,4090,5000,5001,5010,5011
