3624
47207,3191,3192,3193,3194,3195,4029,4038,4039,4048,4049,4059,4096,4101,4102,4103,4104,4105,4111,4112,4113,4114,4115,4116,4117,4118,4119,4120,4121,4122,4123,4124,4125,4126,4127,4128,4129,4130,4131,4132,4133,4134,4135,4136,4137,4138,4139,4140,4141,4142,4143,4144,4145,4146,4147,4148,4149,4150,4151,4152,4153,4154,4155,4156,4157,4158,4159,4160,4161,4162,4163,4164,4165,4166,4167,4168,4169,4171,4172,4173,4174,4175,4176,4177,4178,4179,4181,4182,4183,4184,4185,4186,4187,4188,4189,4190,4191,4192,4193,4194,4195,4196,4197,4198,4199,4230,4240,4250,4260,4270,4280,4290,5006,5007,5015,5016,5017,5018,5019,5025,5026,5027,5028,5029,5036,5037,5038,5039,5046,5047,5048,5049,5059,5069,5078,5079,5089,5100,5101,5102,5103,5104,5105,5106,5107,5108,5109,5110,5111,5112,5113,5114,5115,5116,5117,5118,5119,5120,5121,5122,5123,5124,5125,5126,5127,5128,5129,5130,5131,5132,5133,5134,5135,5136,5137,5138,5139,5140,5141,5142,5143,5144,5145,5146,5147,5148,5149,5150,5151,5152,5158,5159,5160,5161,5167,5168,5169,5170,5177,5178,5179,5188,5189,5198,5199,5200,5210,5220,5230,5240,5250,5260,5270,5271,5280,5281,5282,5290,5291,5292,6109,6119,6200,6201,6202,6210,6211,6212,6213,6220,6221,6222,6223,6224,6232,6233,6234,6242,6243,6244,6253,6254,6262,6263,6264,6265,6272,6273,6274,6275,6276,6283,6284,6285,6286,6293,6294,6295,6296,6297,7204,7205,7206,7207,7214,7215,7216,7217,7224,7225,7226,7227,7234,7235,7245
47375,7564,7565,7566,7567,7573,7574,7575,7576,7577,7578,7583,7584,7585,7586,7587,7588,7593,7594,7595,7596,7597,7598
47381,2060,2061,2070,2071,2072,2080,2081,2082,2090,2091,2092,3000,3001,3076,3077,3086,3087,3088,3090,3096,3097,4000,4006,4007,4023,4030
