5139
13362,6211,6212,6221,6222,6223,6231,6232,6233,6242
13363,3175,3176,3177,3185,3186,3187,3188,3195,3196,3197,3198,3282,3291,3292,4106,4107,4119,4129,4138,4139,4147,4148,4149,4157,4158,4200,4201,4210,4211,4212,4220,4221,4222,4230,4231,4232,4240,4241,4242,4250,4251,4252,4260,4261,4262,4270,4271,4272,4280,4281,4282,4283,4291,4292,4293,5201,5202,5203,5212,5213,5263,5264,5272,5273
13364,2015,2025,2026,2029,2039,2120,2121,2130,2131,2132,2140,2141,2142,2143,2144,2145,2150,2151,2152,2153,2154,2155,2160,2161,2162,2163,2164,2170,2171,2172,2173,2180,2181,2182,2183,2190,2191
13381,0359,0368,0369,0378,0379,0387,0388,0389,0397,0398,0399,0450,0451,0452,0460,0461,0462,0463,0470,0471,0472,0473,0474,0480,0481,0482,0483,0484,0485,0490,0491,0492,0493,0494,0495,1308,1309,1318,1319,1329,1339,1349,1400,1401,1402,1403,1404,1405,1410,1411,1412,1413,1414,1415,1420,1421,1422,1423,1424,1425,1430,1431,1432,1433,1434,1440,1441,1442,1443,1444,1452
