5636
17204,0508,0509,0518,0519,0600,0601,0602,0603,0604,0605,0606,0607,0608,0609,0610,0611,0612,0613,0614,0615,0616,0617,0618,0619,0620,0621,0622,0623,0624,0625,0626,0627,0628,0629,0630,0631,0632,0633,0634,0635,0636,0637,0638,0639,0641,0642,0643,0644,0645,0646,0647,0648,0649,0653,0654,0655,0656,0657,0658,0659,0664,0665,0666,0667,0668,0669,0676,0677,0678,0679,0687,0688,0689,0700,0701,0702,0703,0704,0705,0706,0707,0708,0710,0711,0712,0713,0714,0715,0716,0717,0718,0720,0721,0722,0723,0724,0725,0726,0727,0728,0730,0731,0732,0733,0734,0735,0736,0737,0740,0741,0742,0743,0744,0745,0746,0747,0750,0751,0752,0753,0754,0755,0756,0757,0758,0760,0761,0762,0763,0764,0765,0766,0767,0768,0769,0770,0771,0772,0773,0774,0775,0776,0777,0778,0779,0780,0781,0782,0785,0786,0787,0788,0789,0796,0797,0798,0799,1708,1709,1719,3608,3609,3618,3619,3700,3730,3731,3732,6712,6713,6723
17463,0707,0708,0709,0717,0718,0719,0727,0728,0729,0737,0738,0739,0747,0748,0749,0757,0758,0759,0768,0769,0779
