4027
47209,0709,0719
47306,0704,0705,0706,0707,0708,0709,0713,0714,0715,0716,0717,0718,0719,0723,0724,0725,0726,0727,0728,0729,0733,0734,0735,0736,0737,0738,0739,0743,0744,0745,0746,0747,0755,0756
47308,0629,0639,0700,0701,0702,0703,0704,0705,0706,0710,0711,0712,0713,0714,0720,0721,0722,0723,0730,0731,0732,0733,0740,0741,0742,0743,0750
47315,0569,0640,0641,0642,0643,0644,0645,0650,0651,0652,0653,0654,0655,0656,0660,0661,0662,0663,0664,0665,0666,0670,0671,0672,0673,0674,0675,0676,0680,0681,0682,0683,0684,0685
47359,3783,3793,3794,3795,4703,4704,4705,4714,4715,4724,4725,4726,4727,4734,4735,4736,4737,4745,4746,4747,4748,4755,4756,4757,4758,4759,4766,4767,4768,4769,4777,4778,4779,4787,4788,4789,4798,4799,5709
47360,2764,2773,2774,2783,2784,2793,2794,2795,2796,3703,3704,3705,3706,3713,3714,3715,3716,3722,3723,3724,3725,3726,3733,3734,3735,3736,3744,3745,3765,3766,3775,3776,3785,3786
