3831
47357,5177,5178,5179,5187,5188,5189,5197,5198,5199,5270,5280,5281,5290,5291,6107,6108,6109,6117,6118,6119,6127,6128,6129,6137,6138,6139,6147,6148,6149,6200,6201,6210,6211,6220,6221,6230,6231,6240,6241
47358,7213,7214,7215,7223,7224,7225,7226,7232,7233,7234,7235,7236,7242,7243,7244,7245,7246,7252,7253
