X,Y,P27_001,P27_002,P27_003,P27_004,P27_005,P27_006,P27_007,P27_008,P27_009
143.185412,42.904693,01207,3,03001,03001,北海道立帯広美術館,緑ケ丘2緑ケ丘公園,2,1,1991
143.194489,42.891083,01207,3,03002,03002,ビート資料館,稲田町南8線西14,4,2,1989
143.190245,42.904097,01207,3,03002,03002,帯広市児童会館,緑ケ丘2,3,2,1964
143.190245,42.904097,01207,3,03002,03002,帯広百年記念館,緑ケ丘2,3,-99,1982
143.154623,42.009663,01609,3,03002,03002,えりも町郷土資料館・ほろいずみ，えりも町水産の館,字新浜207,3,1,1981
143.330322,42.320873,01642,3,03002,03002,広尾町海洋博物館・広尾町郷土文化保存伝習館,字野塚989,3,-99,1985
143.300394,42.557956,01643,3,03002,03002,忠類ナウマン象記念館,忠類白銀町383-1,3,1,1988
143.256296,42.899529,01643,3,03002,03002,幕別町ふるさと館,字依田384-3,3,-99,1979
143.302024,42.91945,01643,3,03002,03002,幕別町蝦夷文化考古館（千住考古館）,千住114-1,3,-99,1959
143.450719,42.917561,01644,3,03002,03002,十勝川資料館,大通南1-4-2,1,2,1984
143.657179,42.810116,01649,3,03002,03002,浦幌町立博物館,字桜町16-1,3,-99,1999
143.934975,42.892471,01206,3,03003,03003,釧路市音別町ふれあい図書館,音別町朝日2-81,3,-99,9999
143.202058,42.916554,01207,3,03003,03003,帯広市図書館,西2条南14-3,3,3,2005
143.201489,42.96576,01631,3,03003,03003,音更町図書館,木野西通15-7,3,2,9999
143.198388,42.997597,01631,3,03003,03003,音更町図書館分館,大通6-6,3,-99,9999
143.053729,42.912826,01637,3,03003,03003,芽室町図書館,東4条3-6-1,3,-99,9999
143.279802,42.49745,01641,3,03003,03003,大樹町図書館,東本通51-1,3,-99,9999
143.316867,42.291248,01642,3,03003,03003,広尾町立図書館,東2条10,3,-99,9999
143.359493,42.90545,01643,3,03003,03003,幕別町図書館,新町122-7,3,-99,1991
143.271294,42.920557,01643,3,03003,03003,幕別町図書館札内分館,字千住180-1（幕別町百年記念ホール内）,3,-99,9999
143.450214,42.921407,01644,3,03003,03003,池田町立図書館,字西1条1,3,1,9999
143.504423,42.800276,01645,3,03003,03003,豊頃町図書館,茂岩本町166（える夢館）,3,-99,9999
143.658257,42.80943,01649,3,03003,03003,浦幌町立図書館,字桜町16-1,3,-99,9999
143.208346,42.920428,01207,3,99999,03003,北海点字図書館,東2条南11-3,4,3,1960
143.174204,42.876283,01207,3,99999,03003,帯広畜産大学附属図書館,稲田町西2線,0,3,1968
143.19496,42.98928,01631,3,99999,03003,帯広大谷短期大学図書館,希望が丘3-3,4,-99,9999
143.183746,42.901082,01207,3,03005,03005,帯広市動物園,字緑ケ丘2,3,-99,1963
143.190245,42.904097,01207,3,03005,03005,帯広市野草園,緑ケ丘2,3,-99,1958
143.12627,42.692081,01638,3,99999,03002,中札内村豆資料館,大通南7-14,3,-99,2005
143.934746,42.891974,01206,3,99999,03105,音別町温水プール,音別町朝日2-81,3,-99,1982
143.934285,42.892453,01206,3,99999,03109,音別町森林体験交流センター「テイクル８０」,音別町朝日2-81,3,-99,9999
143.934392,42.897311,01206,3,99999,03102,音別町野球場,音別町川東1-238,3,-99,9999
143.924073,42.894174,01206,3,99999,03125,音別町スケートリンク場,音別町中園2-1,3,-99,9999
143.934036,42.896077,01206,3,99999,03104,音別町運動公園広場,音別町川東1-237,3,-99,9999
143.202904,42.933642,01207,3,99999,03109,帯広市総合体育館,大通北1,4,2,1972
143.202904,42.933581,01207,3,99999,03120,帯広市総合体育館,大通北1,4,2,1972
143.202904,42.933516,01207,3,99999,03116,帯広市総合体育館,大通北1,4,2,1972
143.202904,42.933455,01207,3,99999,03112,帯広市総合体育館,大通北1,4,2,1972
143.202904,42.933381,01207,3,99999,03113,帯広市総合体育館,大通北1,4,2,1972
143.202904,42.933316,01207,3,99999,03103,帯広市総合体育館,大通北1,4,2,1972
143.20291,42.933251,01207,3,99999,03122,帯広市総合体育館,大通北1,4,2,1972
143.20291,42.933194,01207,3,99999,03132,帯広市総合体育館,大通北1,4,2,1972
143.20291,42.933129,01207,3,99999,03129,帯広市総合体育館,大通北1,4,2,1972
143.14153,42.892062,01207,3,99999,03109,帯広の森体育館,南町南7線56-7（帯広の森運動公園内）,4,2,1985
143.141528,42.892025,01207,3,99999,03120,帯広の森体育館,南町南7線56-7（帯広の森運動公園内）,4,2,1985
143.141528,42.891969,01207,3,99999,03116,帯広の森体育館,南町南7線56-7（帯広の森運動公園内）,4,2,1985
143.141528,42.891912,01207,3,99999,03112,帯広の森体育館,南町南7線56-7（帯広の森運動公園内）,4,2,1985
143.141528,42.891864,01207,3,99999,03103,帯広の森体育館,南町南7線56-7（帯広の森運動公園内）,4,2,1985
143.141528,42.891821,01207,3,99999,03132,帯広の森体育館,南町南7線56-7（帯広の森運動公園内）,4,2,1985
143.141892,42.890218,01207,3,99999,03109,帯広の森スポーツセンター,南町南7線56-7（帯広の森運動公園内),4,2,2001
143.141892,42.890122,01207,3,99999,03120,帯広の森スポーツセンター,南町南7線56-7（帯広の森運動公園内),4,2,2001
143.141892,42.890027,01207,3,99999,03124,帯広の森スポーツセンター,南町南7線56-7（帯広の森運動公園内),4,2,2001
143.141892,42.889939,01207,3,99999,03132,帯広の森スポーツセンター,南町南7線56-7（帯広の森運動公園内),4,2,2001
143.140216,42.894706,01207,3,99999,03124,明治北海道十勝オーバル,南町南7線56（帯広の森運動公園内）,4,-99,9999
143.140216,42.894558,01207,3,99999,03116,明治北海道十勝オーバル,南町南7線56（帯広の森運動公園内）,4,-99,9999
143.140216,42.894419,01207,3,99999,03103,明治北海道十勝オーバル,南町南7線56（帯広の森運動公園内）,4,-99,9999
143.140216,42.894271,01207,3,99999,03129,明治北海道十勝オーバル,南町南7線56（帯広の森運動公園内）,4,-99,9999
143.142129,42.893753,01207,3,99999,03124,帯広の森アイスアリーナ,南町南7線56-7（帯広の森運動公園内),4,2,1987
143.142783,42.894136,01207,3,99999,03124,帯広の森第ニアイスアリーナ,南町南7線56-7（帯広の森運動公園内),4,-99,1987
143.187336,42.908455,01207,3,99999,03125,緑が丘公園市民リンク,字緑ヶ丘2,4,-99,9999
143.146348,42.891263,01207,3,99999,03102,帯広の森野球場,南町南7線56-7（帯広の森運動公園内),4,2,1990
143.138199,42.924025,01207,3,99999,03102,伏古別公園野球場,西21条南1-8-1,4,-99,1993
143.158564,42.88672,01207,3,99999,03102,帯広の森平和野球場,南町南8線46-1,4,-99,2002
143.216147,42.934239,01207,3,99999,03102,十勝川河川敷運動施設,東6条南3入口（十勝川右岸）,4,-99,9999
143.224323,42.934074,01207,3,99999,03103,十勝川河川敷運動施設,東6条南3入口（十勝川右岸）,4,-99,9999
143.22638,42.912775,01207,3,99999,03102,札内川河川敷運動施設,大通南34入口（札内川左岸）,4,-99,9999
143.226094,42.91731,01207,3,99999,03103,札内川河川敷運動施設,大通南34入口（札内川左岸）,4,-99,9999
143.225744,42.91818,01207,3,99999,03115,札内川河川敷運動施設,大通南34入口（札内川左岸）,4,-99,9999
143.211369,42.895837,01207,3,99999,03102,ファミリースポーツ広場,大通南34入口（札内川河川敷運動施設内/札内川左岸）,4,-99,9999
143.213561,42.897291,01207,3,99999,03103,ファミリースポーツ広場,大通南34入口（札内川河川敷運動施設内/札内川左岸）,4,-99,9999
143.212848,42.898222,01207,3,99999,03115,ファミリースポーツ広場,大通南34入口（札内川河川敷運動施設内/札内川左岸）,4,-99,9999
143.209431,42.893456,01207,3,99999,03127,サイクリング広場,大通南34入口（札内川河川敷運動施設内/札内川左岸）,4,-99,9999
143.209853,42.895711,01207,3,99999,03144,サイクリング広場,大通南34入口（札内川河川敷運動施設内/札内川左岸）,4,-99,9999
143.145112,42.894206,01207,3,99999,03101,帯広の森陸上競技場,南町南7線56-7（帯広の森運動公園内),4,-99,1982
143.140953,42.888407,01207,3,99999,03115,帯広の森テニスコート,南町南7線56-7（帯広の森運動公園内),4,2,1999
143.170738,42.884848,01207,3,99999,03115,南町テニスコート場,南町南9線33,4,-99,1982
143.15416,42.901124,01207,3,99999,03115,自由が丘公園庭球場,自由が丘4-5,4,-99,1986
143.163127,42.885475,01207,3,99999,03116,すぱーく帯広,南町南9線37-18,4,-99,1998
143.163121,42.885418,01207,3,99999,03138,すぱーく帯広,南町南9線37-18,4,-99,1998
143.163121,42.885357,01207,3,99999,03102,すぱーく帯広,南町南9線37-18,4,-99,1998
143.163115,42.885292,01207,3,99999,03103,すぱーく帯広,南町南9線37-18,4,-99,1998
143.149631,42.877045,01207,3,99999,03115,大空公園,大空町11～12,4,-99,9999
143.150303,42.87914,01207,3,99999,03102,大空公園,大空町11～12,4,-99,9999
143.149762,42.877881,01207,3,99999,03138,大空公園,大空町11～12,4,-99,9999
143.187609,42.902,01207,3,99999,03115,緑ヶ丘公園,緑ヶ丘2,3,-99,9999
143.187847,42.902361,01207,3,99999,03138,緑ヶ丘公園,緑ヶ丘2,3,-99,9999
143.167775,42.922002,01207,3,99999,03102,柏林台公園,柏林台中町5,4,-99,9999
143.173116,42.914317,01207,3,99999,03102,白樺公園,西16条南4,4,-99,9999
143.171302,42.938328,01207,3,99999,03102,あづさ公園,西16条北2,4,-99,9999
143.152387,42.9162,01207,3,99999,03102,啓西公園,西19条南3,4,-99,9999
143.152702,42.915857,01207,3,99999,03138,啓西公園,西19条南3,4,-99,9999
143.12074,42.911745,01207,3,99999,03102,西公園,西24条南3,4,-99,9999
143.13743,42.914325,01207,3,99999,03102,西帯広公園,西22条南3,4,-99,9999
143.137281,42.9131,01207,3,99999,03138,西帯広公園,西22条南3,4,-99,9999
143.136758,42.913278,01207,3,99999,03115,西帯広公園,西22条南3,4,-99,9999
143.127497,42.921071,01207,3,99999,03102,津田公園,西23条南2,4,-99,9999
143.125269,42.921067,01207,3,99999,03138,津田公園,西23条南2,4,-99,9999
143.2244,42.920163,01207,3,99999,03102,東公園,東11条南12,4,-99,9999
143.224433,42.920394,01207,3,99999,03138,東公園,東11条南12,4,-99,9999
143.175619,42.90714,01207,3,99999,03138,あかしや公園,西16条南5,4,-99,9999
143.175952,42.906478,01207,3,99999,03147,あかしや公園,西16条南5,4,-99,9999
143.141785,42.891298,01207,3,99999,03105,帯広の森市民プール（スインピア）,南町南7線56-7（帯広の森運動公園内),4,2,1996
143.141791,42.891189,01207,3,99999,03108,帯広の森市民プール（スインピア）,南町南7線56-7（帯広の森運動公園内),4,2,1996
143.215031,42.909865,01207,3,99999,03105,光南小学校,東5条南20-1,3,-99,9999
143.195559,42.880913,01207,3,99999,03105,豊成小学校,稲田町東1線7,3,-99,9999
143.170574,42.922692,01207,3,99999,03105,啓西小学校,柏林台中町4-1,3,-99,9999
143.140008,42.896604,01207,3,99999,03121,帯広の森弓道場・アーチェリー場,南町南7線56-7（帯広の森運動公園内),4,-99,1997
143.141066,42.897018,01207,3,99999,03122,帯広の森弓道場・アーチェリー場,南町南7線56-7（帯広の森運動公園内),4,-99,1997
143.163829,42.884997,01207,3,99999,03138,南町ゲートボール場,南町南9線37-4,4,-99,1985
143.164744,42.885698,01207,3,99999,03102,南町ゲートボール場,南町南9線37-4,4,-99,1985
143.144364,42.892073,01207,3,99999,03129,帯広の森研修センター（トレーニング室）,南町南7線56-7（帯広の森運動公園内),4,2,1988
143.200663,42.91732,01207,3,99999,03129,とかちプラザ（トレーニングルーム）,西4条南13-1,4,6,9999
143.200663,42.917211,01207,3,99999,03132,とかちプラザ（トレーニングルーム）,西4条南13-1,4,6,9999
143.142926,42.88886,01207,3,99999,03103,帯広の森球技場,南町南7線56-7（帯広の森運動公園内),4,-99,9999
143.019409,42.707923,01207,3,99999,03142,ポロシリ自然公園,拓成町第2基線2,3,-99,9999
143.026576,42.668357,01207,3,99999,03142,岩内自然の村・岩内仙峡,岩内町70,4,-99,9999
143.156071,42.010667,01609,3,99999,03105,町営温水プール,字新浜207-1,3,-99,9999
143.153557,42.011027,01609,3,99999,03109,町民体育館,字新浜207-3,3,-99,9999
143.153557,42.010913,01609,3,99999,03120,町民体育館,字新浜207-3,3,-99,9999
143.157547,42.00566,01609,3,99999,03101,陸上競技場,新浜208-1（えりも町スポーツ公園内）,3,-99,9999
143.157131,42.007567,01609,3,99999,03115,町民テニスコート,新浜208-1（えりも町スポーツ公園内）,3,-99,9999
143.15574,42.008318,01609,3,99999,03102,えりも町営野球場,新浜208-1（えりも町スポーツ公園内）,3,-99,9999
143.193885,42.992247,01631,3,99999,03109,音更町総合体育館・音更町武道館,雄飛が丘3,3,2,9999
143.193879,42.99243,01631,3,99999,03120,音更町総合体育館・音更町武道館,雄飛が丘3,3,2,9999
143.193885,42.992343,01631,3,99999,03112,音更町総合体育館・音更町武道館,雄飛が丘3,3,2,9999
143.193873,42.992516,01631,3,99999,03129,音更町総合体育館・音更町武道館,雄飛が丘3,3,2,9999
143.193867,42.992599,01631,3,99999,03132,音更町総合体育館・音更町武道館,雄飛が丘3,3,2,9999
143.193623,42.993321,01631,3,99999,03121,音更町総合体育館・音更町武道館,雄飛が丘3,3,2,9999
143.190084,42.989941,01631,3,99999,03105,音更町温水プール,希望が丘2,3,-99,9999
143.190096,42.989811,01631,3,99999,03129,音更町温水プール,希望が丘2,3,-99,9999
143.196269,42.995447,01631,3,99999,03109,音更小学校,元町1,3,-99,9999
143.196399,42.994956,01631,3,99999,03106,音更小学校,元町1,3,-99,9999
143.201372,42.959167,01631,3,99999,03109,下音更小学校,木野西通12-8,3,-99,9999
143.201217,42.958799,01631,3,99999,03106,下音更小学校,木野西通12-8,3,-99,9999
143.208169,42.946454,01631,3,99999,03109,木野東小学校,木野東通5-6,3,-99,9999
143.208787,42.946563,01631,3,99999,03106,木野東小学校,木野東通5-6,3,-99,9999
143.211462,42.969051,01631,3,99999,03109,柳町小学校,柳町札幌市南区14,3,-99,9999
143.210772,42.968994,01631,3,99999,03106,柳町小学校,柳町札幌市南区14,3,-99,9999
143.191002,42.968184,01631,3,99999,03109,緑陽台小学校,字下音更北7線西7,3,-99,9999
143.190402,42.96821,01631,3,99999,03106,緑陽台小学校,字下音更北7線西7,3,-99,9999
143.18368,42.954989,01631,3,99999,03109,鈴蘭小学校,すずらん台北町2-1,3,-99,9999
143.18302,42.954955,01631,3,99999,03106,鈴蘭小学校,すずらん台北町2-1,3,-99,9999
143.193531,42.996029,01631,3,99999,03109,音更中学校,雄飛が丘1,3,-99,9999
143.195586,42.954195,01631,3,99999,03109,下音更中学校,中鈴蘭南1-4,3,-99,9999
143.232242,42.945056,01631,3,99999,03109,緑南中学校,字下士幌北2線東25,3,-99,9999
143.201853,42.968324,01631,3,99999,03109,共栄中学校,木野西通16-2,3,-99,9999
143.259513,42.947281,01631,3,99999,03109,下士幌小学校,字下士幌北2線東51,3,-99,9999
143.260583,42.946959,01631,3,99999,03106,下士幌小学校,字下士幌北2線東51,3,-99,9999
143.242713,42.995829,01631,3,99999,03109,昭和小学校,字東和東1線19,3,-99,9999
143.24314,42.995937,01631,3,99999,03106,昭和小学校,字東和東1線19,3,-99,9999
143.05122,42.919133,01637,3,99999,03109,総合体育館,東1条8-1,4,2,9999
143.05122,42.919051,01637,3,99999,03129,総合体育館,東1条8-1,4,2,9999
143.04933,42.919246,01637,3,99999,03115,芽室公園,東1条8-1,4,-99,9999
143.052165,42.920225,01637,3,99999,03102,芽室公園,東1条8-1,4,-99,9999
143.049752,42.919046,01637,3,99999,03117,芽室公園,東1条8-1,4,-99,9999
143.046491,42.900865,01637,3,99999,03115,芽室南公園,西3条南6-1,4,-99,9999
143.045362,42.901474,01637,3,99999,03138,芽室南公園,西3条南6-1,4,-99,9999
143.079844,42.930238,01637,3,99999,03102,十勝川河川敷運動広場,東芽室北1線西19～西20地先,4,-99,9999
143.061209,42.914779,01637,3,99999,03102,美生川沿運動広場,東8条4-6-1,3,-99,9999
143.060454,42.893671,01637,3,99999,03102,南多目的運動広場,新生南6線23,4,-99,9999
143.060816,42.892849,01637,3,99999,03122,南多目的運動広場,新生南6線23,4,-99,9999
143.050376,42.919386,01637,3,99999,03105,芽室町温水プール,東1条8-1,4,-99,9999
143.04488,42.902322,01637,3,99999,03138,健康プラザ,西3条南6,3,-99,9999
143.128594,42.697696,01638,3,99999,03105,中札内水泳プール,西2条南3-22,3,-99,9999
