X,Y,P27_001,P27_002,P27_003,P27_004,P27_005,P27_006,P27_007,P27_008,P27_009
141.124551,39.693158,03201,3,03001,03001,岩手県立美術館,本宮字松幅12-3,2,2,2001
141.155925,39.703369,03201,3,03001,03001,深沢紅子野の花美術館,紺屋町4-8,4,3,1996
141.164237,39.699155,03201,3,03001,03001,盛岡山王美術館（休館中）,山王町1-14,4,2,9999
141.001979,39.386952,03205,3,03001,03001,高村記念館,太田3-91-3,4,1,1967
141.126162,39.375645,03205,3,03001,03001,桜地人館,桜町4-14,4,-99,1974
141.231485,39.387297,03205,3,03001,03001,萬鉄五郎記念美術館,東和町土沢5区135,3,2,1984
141.131219,39.275064,03206,3,03001,03001,北上市立利根山光人記念美術館,立花5-153-2,3,2,1996
141.215528,39.970852,03303,3,03001,03001,岩手町立石神の丘美術館,大字五日市10-121-21,3,-99,2002
141.153979,39.755585,03201,3,03002,03002,岩手県立博物館,上田字松屋敷34,2,2,1980
141.140569,39.715119,03201,3,03002,03002,岩手大学ミュージアム,上田3-3-18（岩手大学内）,0,-99,2003
141.128517,39.692106,03201,3,03002,03002,盛岡市遺跡の学び館,本宮字荒屋13-1,3,-99,2004
141.128706,39.687259,03201,3,03002,03002,盛岡市原敬記念館,本宮字熊堂93-1,3,-99,1988
141.129817,39.693925,03201,3,03002,03002,盛岡市子ども科学館,本宮字蛇屋敷13-1,3,3,1983
141.126484,39.693925,03201,3,03002,03002,盛岡市先人記念館,本宮字蛇屋敷2-2,3,2,1987
141.162474,39.710642,03201,3,03002,03002,盛岡市中央公民館企画展示室,愛宕町14-1,3,-99,9999
141.08245,39.641134,03201,3,03002,03002,盛岡市都南歴史民俗資料館,湯沢1-1-38,3,1,1978
141.171752,39.846409,03201,3,03002,03002,石川啄木記念館,玉山区渋民字渋民9,4,1,1970
141.976132,39.648397,03202,3,03002,03002,岩手県立水産科学館,日立浜町32-28,2,1,1986
141.142564,39.482229,03205,3,03002,03002,花巻市石鳥谷歴史民俗資料館,石鳥谷町中寺林7-7-1,3,1,1981
141.168422,39.399467,03205,3,03002,03002,花巻市博物館,高松26-8-1,3,-99,2004
141.005688,39.387951,03205,3,03002,03002,花巻歴史民俗資料館,太田3-85-1,3,1,1983
141.1608,39.389843,03205,3,03002,03002,花巻新渡戸記念館,高松9-21,3,1,1991
141.162324,39.398962,03205,3,03002,03002,宮沢賢治記念館,矢沢1-1-36,3,1,1982
141.237214,39.382245,03205,3,03002,03002,東和ふるさと歴史資料館,東和町土沢9区198,3,2,1997
141.142156,39.482458,03205,3,03002,03002,南部杜氏伝承館,石鳥谷町中寺林7-17-2,3,-99,1992
141.127861,39.272939,03206,3,03002,03002,サトウハチロー記念館叱られ坊主,立花13-67-3（市立公園・展勝地内）,4,2,1996
141.105761,39.355687,03206,3,03002,03002,岩手県立農業ふれあい公園農業科学博物館,飯豊3-110,2,-99,1998
141.114422,39.292942,03206,3,03002,03002,日本現代詩歌文学館,本石町2-5-60,3,-99,1990
141.045393,39.275639,03206,3,03002,03002,北上市立鬼の館,和賀町岩崎16-131,3,-99,1994
141.130387,39.271475,03206,3,03002,03002,北上市立博物館,立花14-59,3,1,1973
141.540169,39.395911,03208,3,03002,03002,遠野ふるさと村,附馬牛上附馬牛5-89-1,3,-99,1996
141.528962,39.327868,03208,3,03002,03002,遠野市立博物館,東舘町3-9,3,4,2010
141.569272,39.357698,03208,3,03002,03002,伝承園,土淵町土淵6-5-1,3,-99,1984
