X,Y,P27_001,P27_002,P27_003,P27_004,P27_005,P27_006,P27_007,P27_008,P27_009
136.973619,37.045573,17202,3,03001,03001,小野篁波館,郡町東部2-62,4,-99,1989
136.953549,37.044806,17202,3,03001,03001,石川県七尾美術館,小丸山台1-1,3,-99,1995
136.996235,37.137158,17202,3,03001,03001,石川県能登島ガラス美術館,能登島向田町125部10,3,-99,1991
136.892037,37.389765,17204,3,03001,03001,石川県輪島漆芸美術館,水守町四十苅11,3,2,1991
136.968372,37.10839,17202,3,03002,03002,蝦夷穴歴史センター,能登島須曽町夕部21-5,3,1,1999
136.973483,37.042079,17202,3,03002,03002,七尾市少年科学館,山王町ツ34,3,4,1986
136.975987,37.024462,17202,3,03002,03002,七尾城史資料館・懐古館,古屋敷町夕部8-6,3,-99,9999
136.953281,37.030677,17202,3,03002,03002,能登国分寺展示館,国分町リ部9（能登国分寺公園内）,3,1,1992
136.832401,37.129147,17202,3,03002,03002,能登中島祭り会館,中島町横田1部148,3,-99,1996
136.877331,37.151184,17202,3,03002,03002,明治の館,中島町外ナ部13,3,-99,1889
136.734477,37.281873,17204,3,03002,03002,輪島市黒島天領北前船資料館,門前町黒島町ロ-114-2,3,2,1992
136.900908,37.392917,17204,3,03002,03002,輪島漆器資料館,河井町24部55（輪島漆器会館内）,4,3,1971
136.915822,37.228085,17461,3,03002,03002,穴水町歴史民俗資料館,宇川島ラ-197-15,3,2,1975
136.961659,37.046806,17202,3,03003,03003,七尾市立中央図書館,神明町1,3,-99,9999
136.854002,37.121858,17202,3,03003,03003,七尾市立中島図書館,中島町中島上部9,3,-99,9999
136.895054,37.059608,17202,3,03003,03003,七尾市立田鶴浜図書館,垣吉町へ部24,3,-99,9999
136.994125,37.122465,17202,3,03003,03003,七尾市立能登島図書館,能登島向田町五級63-1,3,-99,9999
136.969576,37.033281,17202,3,03003,03003,七尾市立本府中図書館,本府中町ヲ部38（七尾サンライフプラザ内）,3,-99,9999
136.905842,37.388765,17204,3,03003,03003,輪島市立図書館,河井町20部1-1,3,-99,9999
136.769229,37.288546,17204,3,03003,03003,輪島市立門前図書館,門前町走出2-2,3,-99,9999
