X,Y,P27_001,P27_002,P27_003,P27_004,P27_005,P27_006,P27_007,P27_008,P27_009
124.159314,24.338571,47207,3,03002,03002,石垣市立八重山博物館,字登野城4-1,3,1,1972
124.084256,24.331715,47381,3,03002,03002,喜宝院蒐集館,竹富108,4,-99,1974
124.152893,24.339262,47207,3,03003,03003,石垣市立図書館,浜崎町1-1,3,-99,9999
124.702095,24.668978,47375,3,03003,03003,多良間村立図書館,字塩川165,3,-99,1983
124.173062,24.345023,47207,3,99999,03101,石垣市中央運動公園,字登野城1408-1,0,3,9999
124.17103,24.34511,47207,3,99999,03102,石垣市中央運動公園,字登野城1408-1,0,3,9999
124.17412,24.345543,47207,3,99999,03115,石垣市中央運動公園,字登野城1408-1,0,3,9999
124.171505,24.344049,47207,3,99999,03106,石垣市中央運動公園,字登野城1408-1,0,3,9999
124.175746,24.344398,47207,3,99999,03109,石垣市総合体育館,字平得439,0,3,9999
124.175199,24.344539,47207,3,99999,03110,石垣市総合体育館,字平得439,0,3,9999
124.175187,24.344388,47207,3,99999,03111,石垣市総合体育館,字平得439,0,3,9999
124.175152,24.344258,47207,3,99999,03113,石垣市総合体育館,字平得439,0,3,9999
124.175734,24.344279,47207,3,99999,03120,石垣市総合体育館,字平得439,0,3,9999
124.252906,24.469178,47207,3,99999,03142,伊野田キャンプ場,字桃里伊野田201-1,4,3,9999
124.190487,24.456295,47207,3,99999,03142,米原キャンプ場,字桴海446-1,4,3,9999
