X,Y,P27_001,P27_002,P27_003,P27_004,P27_005,P27_006,P27_007,P27_008,P27_009
144.267601,44.019348,01211,3,03001,03001,網走市立美術館,南6条西1,3,-99,1972
144.239802,44.001099,01211,3,03002,03002,オホーツク流氷館,天都山245-1,3,-99,2004
144.26865,44.016416,01211,3,03002,03002,網走市立郷土博物館,桂町1-1-3,3,2,1948
144.269842,44.02474,01211,3,03002,03002,網走市立郷土博物館分館・網走市立モヨロ貝塚館,北1条東2,3,2,1966
144.26293,44.023824,01211,3,03003,03003,網走市立図書館,北2条西3-3,3,2,1964
144.071048,44.120439,01208,3,99999,03003,北見市立常呂図書館,常呂町字常呂323,3,-99,9999
144.057322,44.121537,01208,3,99999,03109,常呂町スポーツセンター,常呂町字土佐2-1,3,-99,1976
144.057316,44.121447,01208,3,99999,03129,常呂町スポーツセンター,常呂町字土佐2-1,3,-99,1976
144.06015,44.120547,01208,3,99999,03116,常呂町屋内多目的競技場（スタジアムＤｏ）,常呂町字土佐2-1,3,-99,1995
144.060144,44.120474,01208,3,99999,03138,常呂町屋内多目的競技場（スタジアムＤｏ）,常呂町字土佐2-1,3,-99,1995
144.268738,44.005805,01211,3,99999,03109,網走運動公園（網走市総合体育館）,駒場南1-8-1,4,-99,9999
144.268738,44.005737,01211,3,99999,03120,網走運動公園（網走市総合体育館）,駒場南1-8-1,4,-99,9999
144.269612,44.005916,01211,3,99999,03129,網走運動公園（網走市総合体育館）,駒場南1-8-1,4,-99,9999
144.269885,44.006228,01211,3,99999,03105,網走運動公園（市民プール）,駒場南1-8-1,4,-99,9999
144.27091,44.007077,01211,3,99999,03102,網走運動公園（網走市営野球場）,駒場南1,3,-99,9999
144.272247,44.007316,01211,3,99999,03138,網走運動公園（すぱーく網走）,駒場南1-17,4,-99,1992
144.271624,44.005837,01211,3,99999,03115,網走運動公園（網走市営庭球場）,駒場南1,3,-99,9999
144.269948,44.005128,01211,3,99999,03101,網走運動公園（網走市営陸上競技場）,駒場南1,3,-99,9999
144.27098,44.013678,01211,3,99999,03103,桂町球技場,桂町4-40,3,-99,9999
144.22346,44.010635,01211,3,99999,03125,網走市営スケート場,大曲2-100,4,-99,9999
144.110253,44.014745,01211,3,99999,03106,網走市西地域プール,字卯原内89-1,4,-99,9999
144.189404,44.045102,01211,3,99999,03142,レイクサイドパーク・のとろ,能取港町5-1,4,-99,9999
