X,Y,P27_001,P27_002,P27_003,P27_004,P27_005,P27_006,P27_007,P27_008,P27_009
136.00667,33.720356,30207,3,99999,03109,新宮市立総合体育館,王子町3-13-23,3,-99,1980
136.006671,33.720331,30207,3,99999,03120,新宮市立総合体育館,王子町3-13-23,3,-99,1980
136.00667,33.720302,30207,3,99999,03116,新宮市立総合体育館,王子町3-13-23,3,-99,1980
136.006671,33.720384,30207,3,99999,03129,新宮市立総合体育館,王子町3-13-23,3,-99,1980
136.006668,33.720408,30207,3,99999,03112,新宮市立総合体育館,王子町3-13-23,3,-99,1980
136.006665,33.720431,30207,3,99999,03113,新宮市立総合体育館,王子町3-13-23,3,-99,1980
136.088075,33.876092,24212,3,03002,03002,熊野市歴史民俗資料館,有馬町599,3,2,1982
136.098587,33.888926,24212,3,03003,03003,熊野市立図書館,井戸町643-2,3,-99,2009
136.012297,33.737519,24562,3,03003,03003,紀宝町立鵜殿図書館,鵜殿1410,3,-99,9999
136.081171,33.87885,24212,3,99999,03109,熊野市総合グラウンド,有馬町1410,3,-99,9999
136.08132,33.878085,24212,3,99999,03101,熊野市総合グラウンド,有馬町1410,3,-99,9999
136.08085,33.878559,24212,3,99999,03115,熊野市総合グラウンド,有馬町1410,3,-99,9999
136.080387,33.877222,24212,3,99999,03102,熊野市総合グラウンド,有馬町1410,3,-99,9999
136.075888,33.866962,24212,3,99999,03102,熊野市山崎運動公園,有馬町4520-325,3,-99,9999
136.074349,33.867174,24212,3,99999,03104,熊野市山崎運動公園,有馬町4520-325,3,-99,9999
136.076649,33.867875,24212,3,99999,03104,熊野市山崎運動公園,有馬町4520-325,3,-99,9999
136.075781,33.86603,24212,3,99999,03115,熊野市山崎運動公園,有馬町4520-325,3,-99,9999
136.024059,33.818639,24561,3,99999,03104,寺谷総合公園,大字阿田和888,3,-99,9999
136.024612,33.819513,24561,3,99999,03115,寺谷総合公園,大字阿田和888,3,-99,9999
136.052724,33.844303,24561,3,99999,03109,御浜町体育センター,大字志原1930-13,3,-99,9999
136.104682,33.896223,24212,3,99999,03109,木本高等学校,木本町1101-4,2,-99,9999
136.105817,33.895246,24212,3,99999,03104,木本高等学校,木本町1101-4,2,-99,9999
136.104486,33.896529,24212,3,99999,03115,木本高等学校,木本町1101-4,2,-99,9999
136.104908,33.895705,24212,3,99999,03112,木本高等学校,木本町1101-4,2,-99,9999
136.032407,33.796501,24561,3,99999,03109,紀南高等学校,阿田和1960,2,-99,9999
136.03270676957,33.7958738161269,24561,3,99999,03112,紀南高等学校,阿田和1960,2,-99,9999
136.031843,33.795908,24561,3,99999,03104,紀南高等学校,阿田和1960,2,-99,9999
136.031712,33.79656,24561,3,99999,03115,紀南高等学校,阿田和1960,2,-99,9999
