X,Y,P27_001,P27_002,P27_003,P27_004,P27_005,P27_006,P27_007,P27_008,P27_009
141.655291,44.13635,01482,3,03002,03002,重要文化財旧花田家番屋,字鬼鹿広富35,3,2,1895
141.69971,44.35997,01484,3,03002,03002,羽幌町郷土資料館,南町20,3,2,1989
141.708328,44.365181,01484,3,03002,03002,北海道海鳥センター,北6条1,1,2,1997
141.745986,44.885788,01487,3,03002,03002,天塩町郷土資料室,海岸通り5,3,-99,9999
141.745817,44.885771,01487,3,99999,03002,天塩川歴史資料館,新栄通6,3,2,1989
141.664638,44.026549,01482,3,99999,03109,小平町Ｂ＆Ｇ海洋センター,字小平町,4,-99,9999
141.664632,44.026455,01482,3,99999,03112,小平町Ｂ＆Ｇ海洋センター,字小平町,4,-99,9999
141.663812,44.02792,01482,3,99999,03137,小平町Ｂ＆Ｇ海洋センター,字小平町,4,-99,9999
141.66484,44.025793,01482,3,99999,03104,小平町Ｂ＆Ｇ海洋センター,字小平町,4,-99,9999
141.663657,44.027843,01482,3,99999,03140,小平町Ｂ＆Ｇ海洋センター,字小平町,4,-99,9999
141.664959,44.025908,01482,3,99999,03102,小平町Ｂ＆Ｇ海洋センター,字小平町,4,-99,9999
141.677403,44.02801,01482,3,99999,03141,小平町望洋台スキー場,詳細住所不明,4,-99,9999
141.663348,44.033124,01482,3,99999,03142,望洋台キャンプ場,字花岡,3,-99,9999
141.657801,44.157809,01482,3,99999,03148,おにしかツインビーチ,字鬼鹿元浜,4,-99,9999
141.717046,44.259605,01483,3,99999,03141,古丹別緑ヶ丘スキー場,字古丹別240-13,3,-99,9999
141.652157,44.310545,01483,3,99999,03102,苫前スポーツ広場,字苫前156,3,-99,9999
141.651961,44.310664,01483,3,99999,03104,苫前スポーツ広場,字苫前156,3,-99,9999
141.650906,44.308887,01483,3,99999,03141,苫前三角点スキー場,字苫前161-4,3,-99,9999
141.715683,44.26552,01483,3,99999,03109,苫前町スポーツセンター,字古丹別256-2,3,-99,9999
141.716158,44.265009,01483,3,99999,03102,苫前町野球場,字古丹別256-2,3,-99,9999
141.658852,44.313775,01483,3,99999,03142,とままえ夕陽ヶ丘オートキャンプ場,字栄浜67-1,3,-99,9999
141.661961,44.315961,01483,3,99999,03148,とままえ夕陽ヶ丘ホワイトビーチ,字栄浜55-3,3,-99,9999
141.711757,44.363241,01484,3,99999,03109,羽幌町総合体育館「パワデール」,字朝日31-1,4,2,9999
