X,Y,P27_001,P27_002,P27_003,P27_004,P27_005,P27_006,P27_007,P27_008,P27_009
141.296401,43.055138,01101,3,03001,03001,札幌彫刻美術館,宮の森4条12,4,2,1980
141.330314,43.060278,01101,3,03001,03001,北海道立近代美術館,北1条西17,2,3,1977
141.332869,43.061583,01101,3,03001,03001,北海道立三岸好太郎美術館,北2条西15,2,2,1983
141.000169,43.196697,01203,3,03001,03001,小樽美術館,色内1-9-5,3,-99,1979
141.007141,43.193392,01203,3,03001,03001,北一ヴェネツィア美術館,堺町5-27,4,5,1988
141.975425,43.058275,01209,3,03001,03001,夕張市美術館,旭町4-3,3,-99,1988
141.52297,43.095867,01217,3,03001,03001,江別市ガラス工芸館,野幌代々木町53,3,2,1994
141.542932,43.070774,01217,3,03001,03001,江別市セラミックアートセンター,西野幌114-5,3,4,1994
141.351173,43.044387,01101,3,03002,03002,エリエールスクエア札幌渡辺淳一文学館,南12条西6,4,-99,1998
141.347884,43.063909,01101,3,03002,03002,樺太関係資料館,北3条西6（北海道庁旧本庁舎2階）,2,-99,2004
141.29013,43.051994,01101,3,03002,03002,札幌ウィンタースポーツミュージアム,宮の森1274,3,3,2000
141.337425,43.058528,01101,3,03002,03002,札幌市資料館,大通西13,3,3,1926
141.34282,43.061086,01101,3,03002,03002,札幌市博物館活動センター,北1条西9（リンケージプラザ5階）,3,6,2001
141.363952,43.05856,01101,3,03002,03002,千歳鶴酒ミュージアム,南3条東5-1,4,-99,2002
141.342313,43.064194,01101,3,03002,03002,北海道大学北方生物圏フィールド科学センター植物園,北3条西8,0,-99,9999
141.356146,43.044392,01101,3,03002,03002,北海道立文学館,中島公園1-4,2,2,1995
141.342638,43.117068,01102,3,03002,03002,札幌市下水道科学館,麻生町8,3,3,1997
141.342051,43.072586,01102,3,03002,03002,北海道大学総合博物館,北10条西8,0,3,1999
141.345388,43.083104,01102,3,03002,03002,弥永北海道博物館,北19条西4,4,3,1985
141.368796,43.071517,01103,3,03002,03002,サッポロビール博物館,北7条東9（サッポロガーデンパーク）,4,5,1905
141.385746,43.073162,01103,3,03002,03002,雪印メグミルク・酪農と乳の歴史館,苗穂町6-1-1,4,3,1977
141.371793,43.03139,01105,3,03002,03002,札幌市平岸郷土史料館,平岸3条9-15-22（札幌市平岸児童会館内）,3,-99,1982
141.383707,43.011253,01105,3,03002,03002,札幌大学埋蔵文化財展示室,西岡3条7-3-1（札幌大学2号館地階2001室）,4,-99,1989
141.34315,43.00109,01106,3,03002,03002,札幌市豊平川さけ科学館,真駒内公園2-1,3,-99,1984
141.27367,43.085684,01107,3,03002,03002,札幌市手稲記念館,西町南21-3-10,3,-99,1969
141.472386,43.036257,01108,3,03002,03002,札幌市青少年科学館,厚別中央1条5-2-20,3,4,1981
141.497356,43.045424,01108,3,03002,03002,北海道開拓の村,厚別町小野幌50-1,2,-99,1983
141.496578,43.053173,01108,3,03002,03002,北海道開拓記念館,厚別町小野幌53-2,2,3,1971
141.44012,43.005208,01110,3,03002,03002,あしりべつ郷土館,清田1条2-5-35,3,-99,2002
141.000169,43.196697,01203,3,03002,03002,小樽文学館,色内1-9-5,3,-99,1978
141.001279,43.211418,01203,3,03002,03002,小樽市総合博物館,手宮1-3-6,3,-99,1985
141.000402,43.196175,01203,3,03002,03002,日本銀行旧小樽支店金融資料館,色内1-11-16,0,-99,2003
141.986325,43.066488,01209,3,03002,03002,ゆうばりロボット大科学館,福住6,3,2,1988
141.989218,43.064023,01209,3,03002,03002,生活歴史館,社光11,3,-99,9999
141.98906,43.068326,01209,3,03002,03002,夕張市石炭博物館,高松7-1,3,-99,1980
141.783544,43.16151,01210,3,03002,03002,岩見沢郷土科学館,志文町809-1,3,3,1992
141.698277,43.262297,01210,3,03002,03002,岩見沢市北村農業資料館,北村赤川568-3,3,1,1982
141.907713,43.168283,01210,3,03002,03002,万字線鉄道資料館,奈良町5-9,3,-99,1986
141.629934,43.946163,01212,3,03002,03002,留萌市海のふるさと館,大町2-3-1,3,-99,9999
141.856808,43.332143,01215,3,03002,03002,美唄市郷土史料館,西2条南1-2-1,3,2,1981
141.5492,43.114132,01217,3,03002,03002,江別市郷土資料館,緑町西1-38,3,2,1991
141.494473,43.060122,01217,3,03002,03002,北海道立埋蔵文化財センター,西野幌685-1,2,-99,1999
141.494473,43.060122,01217,3,03002,03002,北海道立野幌森林公園・自然ふれあい交流館,西野幌685-1,2,1,2001
141.96303,43.261298,01222,3,03002,03002,三笠市立博物館,幾春別錦町1-212-1,3,2,1979
141.915237,43.552464,01225,3,03002,03002,滝川市こども科学館,新町2-6-1,3,-99,1991
141.917471,43.552014,01225,3,03002,03002,滝川市郷土館,新町3-8-20,3,2,1977
141.914597,43.551964,01225,3,03002,03002,滝川市美術自然史館,新町2-5-30,3,2,1986
141.901828,43.494969,01226,3,03002,03002,砂川市郷土資料室,西8条北3-1（砂川市公民館内）,3,4,1981
141.350207,43.245263,01235,3,03002,03002,いしかり砂丘の風資料館,弁天町30-4,3,-99,2004
141.374215,43.612463,01235,3,03002,03002,石狩市はまます郷土資料館,浜益区浜益77-1,3,1,1971
141.518911,43.2195,01303,3,03002,03002,伊達邸別館当別伊達記念館,元町105,3,2,1982
141.51348,43.218104,01303,3,03002,03002,当別町開拓郷土館,末広118,3,-99,9999
141.781652,43.010315,01427,3,03002,03002,由仁町ゆめっく館,中央202,3,-99,1993
141.669432,43.338352,01430,3,03002,03002,月形樺戸博物館,1219,3,2,1996
141.883908,43.547258,01432,3,03002,03002,新十津川町開拓記念館,字中央1-1,3,2,1980
141.964235,43.764588,01434,3,03002,03002,秩父別町郷土館,1264,3,2,1981
141.938432,43.804699,01438,3,03002,03002,沼田町ふるさと資料館,南1条1-9-26,3,2,1984
141.522957,43.855337,01481,3,03002,03002,元陣屋,永寿町4-49,3,2,1996
141.340149,43.030087,01101,3,03003,03003,札幌市中央図書館,南22条西13,3,3,1991
141.329716,43.113396,01102,3,03003,03003,札幌市新琴似図書館,新琴似7条4-1-2,3,2,1981
141.371588,43.100695,01103,3,03003,03003,札幌市元町図書館,北30条東16-3-13,3,2,1984
141.390302,43.050706,01104,3,03003,03003,札幌市東札幌図書館,東札幌4条4-1-1,3,2,1997
141.387301,43.013526,01105,3,03003,03003,札幌市西岡図書館,西岡3条6-6-1,3,2,1982
141.368608,43.012491,01106,3,03003,03003,札幌市澄川図書館,澄川4条4-5-6,3,2,1983
141.237586,43.055411,01107,3,03003,03003,ふきのとう子ども図書館（移転準備中）,平和325,4,-99,9999
141.29619,43.072568,01107,3,03003,03003,札幌市山の手図書館,山の手4条2-1-20,3,2,1979
141.474611,43.036779,01108,3,03003,03003,札幌市厚別図書館,厚別中央1条5-3-15,3,-99,1987
141.239954,43.126507,01109,3,03003,03003,札幌市曙図書館,曙2条1-2-50,3,2,1987
141.778657,43.191861,01210,3,03003,03003,岩見沢市立図書館,春日町2-18-1,3,2,9999
141.743202,43.116318,01210,3,03003,03003,岩見沢市立図書館来夢21分館,栗沢町南本町41-1,3,-99,9999
141.65617,43.933979,01212,3,03003,03003,留萌図書館,住之江町2-1,3,-99,9999
141.849841,43.333957,01215,3,03003,03003,美唄市立図書館,西4条南1-4-1,3,-99,9999
141.519657,43.091364,01217,3,03003,03003,江別市情報図書館,野幌末広町7,3,-99,9999
141.556822,43.112153,01217,3,03003,03003,江別市情報図書館江別分館,3条5,3,-99,9999
141.495667,43.074201,01217,3,03003,03003,江別市情報図書館大麻分館,大麻中町26,3,-99,9999
141.500493,43.069699,01217,3,03003,03003,北海道立図書館,文京台東町41,2,2,1967
141.881905,43.248679,01222,3,03003,03003,三笠市立図書館,若草町404,3,-99,9999
141.910348,43.557784,01225,3,03003,03003,滝川市立図書館,大町1-2-15,3,-99,9999
141.90217,43.494843,01226,3,03003,03003,砂川市図書館,西8条北3-1-1,3,-99,9999
141.318547,43.172587,01235,3,03003,03003,石狩市民図書館,花川北7条1-26,3,2,2000
141.294082,43.141115,01235,3,03003,03003,石狩市民図書館花川南分館,花川南6条5-27-2（花川南コミュニティセンター内）,3,-99,9999
141.370646,43.244958,01235,3,03003,03003,石狩市民図書館八幡分館,八幡2-332-12（八幡コミュニティセンター内）,3,-99,9999
141.879793,43.427544,01424,3,03003,03003,奈井江町図書館,字奈井江152,3,-99,9999
141.781652,43.010315,01427,3,03003,03003,由仁町ゆめっく館,中央202,3,-99,9999
141.693083,43.006346,01428,3,03003,03003,長沼町図書館,中央南2-3-3,3,-99,9999
141.779921,43.05659,01429,3,03003,03003,栗山町図書館,中央3-309,3,1,1988
141.670864,43.33649,01430,3,03003,03003,月形町図書館,字表小柳町11,3,-99,9999
141.868736,43.545622,01432,3,03003,03003,新十津川町図書館,字中央535-1,3,1,1995
141.963995,43.765729,01434,3,03003,03003,秩父別町図書館,1267-1,3,-99,9999
141.877976,43.730312,01437,3,03003,03003,北竜町図書館,字和10-1,3,-99,9999
141.932562,43.806939,01438,3,03003,03003,沼田町図書館,南1条4-6-5,3,-99,9999
141.343496,43.070989,01102,3,99999,03003,スラブ研究センター,北9条西7,0,-99,9999
141.327518,43.057715,01101,3,99999,03003,札幌市視聴覚障がい者情報センター,大通西19,3,-99,9999
141.345522,43.06315,01101,3,99999,03003,日本赤十字社北海道支部点字図書センター,北2条西7-1（道民活動センタービル5階）,0,-99,1979
141.775636,43.188118,01210,3,99999,03003,北海道教育大学附属図書館岩見沢館,緑が丘2-34-1,3,-99,9999
141.548952,43.232069,01303,3,99999,03003,北海道医療大学総合図書館,金沢1757,4,5,1986
141.368787,43.045026,01105,3,99999,03003,北海学園大学開発研究所資料室,旭町4-1-40,4,-99,9999
141.383777,43.01126,01105,3,99999,03003,札幌大学図書館,西岡3条7-3-1,4,-99,9999
141.340013,43.080066,01102,3,99999,03003,北海道大学附属図書館北図書館,北17条西8,0,-99,9999
141.331245,43.056632,01101,3,99999,03003,札幌医科大学附属総合情報センター,南1条西17,3,-99,9999
141.37062,43.047484,01105,3,99999,03003,北海商科大学附属図書館,豊平6条6-10,4,-99,9999
141.33473,43.070022,01101,3,99999,03003,札幌市立大学附属図書館桑園キャンパス･ライブラリー,北11条西13,3,-99,9999
141.360861,43.029372,01105,3,99999,03003,北海道自動車短期大学図書館,中の島2条6-2-1,4,-99,9999
141.393822,43.168823,01102,3,99999,03003,北海道教育大学附属図書館札幌館,あいの里5条3-1-6,0,-99,9999
141.366394,43.082008,01103,3,99999,03003,札幌大谷大学・札幌大谷大学短期大学部図書館,北16条東9-1-1,4,-99,9999
141.342201,43.07831,01102,3,99999,03003,北海道大学医学研究科・医学部図書館,北15条西7,0,-99,1975
141.349503,43.080099,01102,3,99999,03003,藤女子大学図書館本館,北16条西2,4,-99,1968
141.249048,43.134692,01109,3,99999,03003,北海道工業大学図書館,前田7条15-4-1,4,2,1986
141.448445,43.025172,01108,3,99999,03003,北星学園大学図書館,大谷地西2-3-1,4,4,1991
141.330141,43.085976,01102,3,99999,03003,北海道武蔵女子短期大学附属図書館,北22条西13,4,-99,9999
141.347107,43.070533,01102,3,99999,03003,北海道大学附属図書館,北8条西5,0,-99,9999
141.49232,43.064361,01217,3,99999,03003,北翔大学図書館,文京台23,4,-99,9999
141.537176,43.077833,01217,3,99999,03003,北海道情報大学図書館,西野幌59-2,4,-99,9999
141.510209,43.073552,01217,3,99999,03003,酪農学園大学附属図書館,文京台緑町582,4,7,9999
141.495406,43.06658,01217,3,99999,03003,札幌学院大学図書館,文京台11,4,-99,9999
141.927084,43.568161,01225,3,99999,03003,國學院大學北海道短期大学部図書館,文京町3-1-1,4,-99,9999
141.298884,43.14494,01235,3,99999,03003,藤女子大学花川図書館,花川南4条5,4,-99,9999
141.471856,43.037168,01108,3,03004,03004,サンピアザ水族館,厚別中央2条5-7-5,4,2,9999
141.011764,43.236935,01203,3,03004,03004,小樽水族館,祝津3-303,4,3,1974
141.306178,43.048806,01101,3,03005,03005,札幌市円山動物園,宮ヶ丘3-1,3,-99,1951
141.343007,43.063528,01101,3,03005,03005,北海道大学北方生物圏フィールド科学センター植物園,北3条西8,0,-99,9999
141.768089,43.201038,01210,3,99999,03001,岩見沢市絵画ホール・松島正幸記念館,7条西1-7,3,2,1932
141.811876,43.029716,01429,3,99999,03002,栗山町開拓記念館,角田60-4,3,1,1988
141.328718,43.032989,01101,3,99999,03002,札幌市水道記念館,伏見4,3,-99,1937
141.353611,43.062582,01101,3,99999,03002,札幌市時計台（旧札幌農学校演武場）,北1条西2,3,2,1878
141.896611,43.547018,01225,3,99999,03002,滝川市航空動態博物館,中島町139-4,3,1,1993
141.348023,43.063933,01101,3,99999,03002,北海道立文書館,北3条西6（北海道庁赤れんが庁舎内）,2,-99,1985
141.376639,43.044518,01105,3,99999,03109,北海道立総合体育センター（北海きたえーる）,豊平5条11-1-1,2,2,1999
141.376633,43.044423,01105,3,99999,03116,北海道立総合体育センター（北海きたえーる）,豊平5条11-1-1,2,2,1999
141.376633,43.044336,01105,3,99999,03120,北海道立総合体育センター（北海きたえーる）,豊平5条11-1-1,2,2,1999
141.376627,43.044253,01105,3,99999,03129,北海道立総合体育センター（北海きたえーる）,豊平5条11-1-1,2,2,1999
141.376627,43.044179,01105,3,99999,03112,北海道立総合体育センター（北海きたえーる）,豊平5条11-1-1,2,2,1999
141.375106,43.043454,01105,3,99999,03121,北海道立総合体育センター（北海きたえーる）,豊平5条11-1-1,2,2,1999
141.364646,43.063488,01101,3,99999,03109,中央体育館,大通東5-12-13,4,4,1966
141.364646,43.063414,01101,3,99999,03116,中央体育館,大通東5-12-13,4,4,1966
141.364646,43.06334,01101,3,99999,03120,中央体育館,大通東5-12-13,4,4,1966
141.364646,43.063262,01101,3,99999,03112,中央体育館,大通東5-12-13,4,4,1966
141.364646,43.063197,01101,3,99999,03121,中央体育館,大通東5-12-13,4,4,1966
141.364646,43.063128,01101,3,99999,03119,中央体育館,大通東5-12-13,4,4,1966
141.36464,43.063054,01101,3,99999,03131,中央体育館,大通東5-12-13,4,4,1966
141.354854,43.042903,01101,3,99999,03109,中島体育センター,中島公園1-5,4,2,1980
141.354854,43.042838,01101,3,99999,03116,中島体育センター,中島公園1-5,4,2,1980
141.354854,43.042773,01101,3,99999,03120,中島体育センター,中島公園1-5,4,2,1980
141.354854,43.04272,01101,3,99999,03103,中島体育センター,中島公園1-5,4,2,1980
141.354854,43.042664,01101,3,99999,03111,中島体育センター,中島公園1-5,4,2,1980
141.354854,43.042608,01101,3,99999,03129,中島体育センター,中島公園1-5,4,2,1980
141.333935,43.112777,01102,3,99999,03109,北区体育館,新琴似8条2,4,2,1983
141.333935,43.112708,01102,3,99999,03116,北区体育館,新琴似8条2,4,2,1983
141.333935,43.112639,01102,3,99999,03120,北区体育館,新琴似8条2,4,2,1983
141.333929,43.112573,01102,3,99999,03129,北区体育館,新琴似8条2,4,2,1983
141.333929,43.112513,01102,3,99999,03131,北区体育館,新琴似8条2,4,2,1983
141.368567,43.097693,01103,3,99999,03109,東区体育館,北27条東14-3-1,4,2,9999
141.368567,43.097624,01103,3,99999,03116,東区体育館,北27条東14-3-1,4,2,9999
141.368567,43.097559,01103,3,99999,03120,東区体育館,北27条東14-3-1,4,2,9999
141.368567,43.097485,01103,3,99999,03129,東区体育館,北27条東14-3-1,4,2,9999
141.368567,43.097411,01103,3,99999,03121,東区体育館,北27条東14-3-1,4,2,9999
141.368567,43.097342,01103,3,99999,03122,東区体育館,北27条東14-3-1,4,2,9999
141.357204,43.089463,01103,3,99999,03109,美香保体育館,北22条東5,3,-99,1970
141.357204,43.089402,01103,3,99999,03116,美香保体育館,北22条東5,3,-99,1970
141.357204,43.089337,01103,3,99999,03120,美香保体育館,北22条東5,3,-99,1970
141.357204,43.089267,01103,3,99999,03124,美香保体育館,北22条東5,3,-99,1970
141.357204,43.089211,01103,3,99999,03105,美香保体育館,北22条東5,3,-99,1970
141.408225,43.042564,01104,3,99999,03109,白石区体育館,南郷通6-北1,4,2,1985
141.408225,43.042495,01104,3,99999,03116,白石区体育館,南郷通6-北1,4,2,1985
141.408225,43.042429,01104,3,99999,03120,白石区体育館,南郷通6-北1,4,2,1985
141.408219,43.042364,01104,3,99999,03129,白石区体育館,南郷通6-北1,4,2,1985
141.408219,43.04229,01104,3,99999,03132,白石区体育館,南郷通6-北1,4,2,1985
141.470587,43.037424,01108,3,99999,03109,厚別区体育館,厚別中央2条5-1-20,4,2,1981
141.470587,43.037354,01108,3,99999,03116,厚別区体育館,厚別中央2条5-1-20,4,2,1981
141.470587,43.037294,01108,3,99999,03120,厚別区体育館,厚別中央2条5-1-20,4,2,1981
141.470587,43.037228,01108,3,99999,03129,厚別区体育館,厚別中央2条5-1-20,4,2,1981
141.426725,43.014638,01105,3,99999,03109,豊平区体育館,月寒東2条20-4-15,4,3,1984
141.426725,43.01456,01105,3,99999,03116,豊平区体育館,月寒東2条20-4-15,4,3,1984
141.426725,43.01449,01105,3,99999,03120,豊平区体育館,月寒東2条20-4-15,4,3,1984
141.426719,43.014416,01105,3,99999,03129,豊平区体育館,月寒東2条20-4-15,4,3,1984
141.426725,43.014338,01105,3,99999,03103,豊平区体育館,月寒東2条20-4-15,4,3,1984
141.282624,43.087432,01107,3,99999,03109,西区体育館,発寒5条8-9-1,4,2,1986
141.282624,43.087359,01107,3,99999,03116,西区体育館,発寒5条8-9-1,4,2,1986
141.282624,43.087289,01107,3,99999,03120,西区体育館,発寒5条8-9-1,4,2,1986
141.28263,43.08722,01107,3,99999,03129,西区体育館,発寒5条8-9-1,4,2,1986
141.282636,43.087146,01107,3,99999,03121,西区体育館,発寒5条8-9-1,4,2,1986
141.25545,43.085551,01107,3,99999,03133,宮の沢屋内競技場,宮の沢490-9,4,2,1987
141.25545,43.085447,01107,3,99999,03116,宮の沢屋内競技場,宮の沢490-9,4,2,1987
141.239343,43.126682,01109,3,99999,03109,手稲区体育館,曙2条1-2-46,4,2,1981
141.239343,43.126617,01109,3,99999,03116,手稲区体育館,曙2条1-2-46,4,2,1981
