X,Y,P27_001,P27_002,P27_003,P27_004,P27_005,P27_006,P27_007,P27_008,P27_009
144.379883,42.982779,01206,3,03001,03001,釧路市立美術館,幣舞町4-28,3,-99,1992
144.379707,42.982598,01206,3,03001,03001,北海道立釧路芸術館,幸町4-1-5,2,2,1998
144.379162,42.9867,01206,3,03002,03002,釧路市こども遊学館,幸町10-2,3,5,2005
144.403547,42.97442,01206,3,03002,03002,釧路市立博物館,春湖台1-7,3,4,1983
144.386074,42.979019,01206,3,03003,03003,釧路図書館,幣舞町4-6,3,4,9999
144.392597,42.991786,01206,3,99999,03003,釧路市身体障害者福祉センター釧路市点字図書館,川北町4-17（釧路市身体障害者福祉センター内）,3,-99,1974
144.4074,42.986777,01206,3,99999,03003,釧路短期大学附属図書館,緑ケ岡1-10-42,4,-99,9999
144.398537,42.981347,01206,3,99999,03003,北海道教育大学附属図書館釧路館,城山1-15-55,0,-99,9999
144.412284,42.977973,01206,3,99999,03124,春採アイスアリーナ,春採7-1,4,-99,9999
144.393398,42.977745,01206,3,99999,03102,富士見球場,住吉1-11,4,-99,9999
144.396737,42.979859,01206,3,99999,03112,鶴ケ岱武道館,鶴ヶ岱1-10-35,4,-99,9999
144.396737,42.979798,01206,3,99999,03113,鶴ケ岱武道館,鶴ヶ岱1-10-35,4,-99,9999
144.396737,42.979738,01206,3,99999,03121,鶴ケ岱武道館,鶴ヶ岱1-10-35,4,-99,9999
144.431223,42.955939,01206,3,99999,03109,コア大空（東部地区コミュニティセンター）,益浦1-20-20,3,-99,9999
144.431223,42.955882,01206,3,99999,03120,コア大空（東部地区コミュニティセンター）,益浦1-20-20,3,-99,9999
144.398542,42.978932,01206,3,99999,03115,鶴ケ岱テニスコート,鶴ヶ岱1-10,4,-99,9999
144.398271,42.979568,01206,3,99999,03118,鶴ケ岱相撲場,鶴ヶ岱1-10（鶴ケ岱公園内）,4,-99,9999
144.44754,42.960601,01206,3,99999,03115,白樺台中央公園（テニスコート）,白樺台3-5（白樺台中央公園内）,3,-99,9999
144.439319,42.958444,01206,3,99999,03115,桜ケ岡中央公園（テニスコート）,桜ヶ岡7-44,3,-99,9999
144.419064,42.968399,01206,3,99999,03115,茅野公園（テニスコート）,桜ケ岡2-7,3,-99,9999
144.562011,42.951491,01661,3,99999,03142,来止臥（キトウシ）野営場,大字昆布森村字来止臥,3,-99,9999
144.077817,42.960579,01668,3,99999,03109,総合体育館,東2条北3-1,3,-99,9999
144.077823,42.960475,01668,3,99999,03129,総合体育館,東2条北3-1,3,-99,9999
144.079131,42.961423,01668,3,99999,03105,温水プール,東2条北3-1,3,-99,9999
144.081698,42.954725,01668,3,99999,03112,武道館,東3条南1-1-22,3,-99,9999
144.060967,42.955193,01668,3,99999,03102,町営野球場,和天別1852-1,3,-99,9999
144.079101,42.960627,01668,3,99999,03104,町民広場,東2条北3-1,3,-99,9999
144.077532,42.961014,01668,3,99999,03115,白糠テニスコート,東2条北3-1,3,-99,9999
144.129817,42.980716,01668,3,99999,03115,西庶路テニスコート,西庶路東1条北1-4-22,3,-99,9999
144.069577,42.952711,01668,3,99999,03125,白糠スケートリンク,西2条南3-1-4,3,-99,9999
144.134534,42.983575,01668,3,99999,03125,庶路スケートリンク,西庶路東3条北2-1-3,3,-99,9999
